key,source,target
/943B263148ABD53514329E942F9AAA30,EARLY ACCESS — PRE-ALPHA,早期测试-A测（ALPHA）
/97FE264E4CF7E11534FCF4BBD4BCE39D,EBR Extended Riser,EBR扩展增高导轨
/7966622E4974DFDAF81BEEB1916162F6,EFFECTS,效果
/A400CAD64D07B6F5D8C1009EDFE62323,"ELEMENTS are used for team coordination purposes. Players are assigned to ALPHA by default.

·  To join a different Element:",“小队名称” 用于团队协同。玩家默认被分配到 ALPHA 小组。 要加入其他小组，请：
/D73BDD6448D88E5BA1BF35851E270975,ENABLE,开
/671BD772428C7627E9828E9808C198EC,ENABLED,开启
/ADA3C229450440DB22DBC4B859AB6015,ENCUMBRANCE,负重
/577A167D468E809496CE0092B5F5C2E6,ENEMY CONCENTRATIONS,敌方集结点
/B85031AF4585A8ADA790D79C49AD665F,ENTER STRING,请输入内容
/F73B0EF3482403326F1077B8D39B0A8C,ENTERING SPECTATOR MODE,进入观察者模式中
/80B30023420FDFD0B98A43BD5514942E,EQUIPMENT,装备包
/9B3D6CF642601DD4FB24B88DB8BC98EB,EQUIPMENT,装备包
/485AD4BA40808B6A5145E6845888FAC8,ESC,ESC
/610D41EB4A9EA033265258B7E500294A,ESC,ESC
/960558C6412EB3D9998EC194162DB64D,ESC,ESC
/7CB7679643699B5E280762B8761425EF,EXIT,退出
/D090D5014F7563344E57108A488EF9A9,EXIT,退出
/8A34A4E44360F2C0EED8668587BF99ED,EXIT TO DESKTOP,退出到桌面
/FAE66D68473608611DF66184C332DF79,EXIT TO DESKTOP,退出到桌面
/708242DA4C931D4968F1E293A5AC7845,EXPIRY,过期
/6AB7446E455F5A987ED56B9DADECFB89,EYEWEAR,眼镜
/8F03210C45942DD57920EE93E0B9678D,Eagle Eye,鹰眼
/38DA0A274AD02FA14D2C2382363A89B5,EasyCo,EasyCo
/AE0BB0A44271F0A56EA7DD8A46D588C5,EffectsQuality,效果质量
/7D162A6248B6C9BFFEFD1C9BBCB20EFD,Enable/disable default 2.5 input scaling.,开/关 默认的2.5输入比例.
/3D99C3D64C46309851273F9CD6F869C2,Enabled,开
/B379AF2D4312A7D478954EB7D6BF30D2,Enabled,开
/B7D284AB4C401D872DD4888130C93308,Enabled,开
/C19E102245CAB970D37DD0BD3BEE7119,Enabled,开
/42C13C8149F7113BBED9939063A2908A,End current game and return to Main Menu?,结束当前游戏并返回主菜单吗?
/99F195F0471E021D9E3E2B918E306A0D,End current game and return to Main Menu?,结束当前游戏并返回主菜单吗?
/217126F747532A28FB5401A5397CA92D,End game message,结束游戏信息
/213E03DA478B4B478B0DD3B444E6815A,End the round.,结束该局
/BE32B46C4EC3858DB80A30AA5D77AE6A,Enemy Blips,敌人标记
/740EE2C741428BC5C9A645B76AAABF84,Engine Version,引擎版本
/3B16708E4CF5CFC270F0FE942967D653,Engine: {0},引擎:{0}
/DBD5469645222FF684DD67AF5563891E,Enter custom reason,输入自定义原因
/C7EE6C394109129B8232E9A762C904C9,"Enter here to choose your kit, test your weapons, select mission settings, and start the round","进入这里选择您的装备并测试武器, 选择任务设置并开始任务。"
/12596092427FA4B4451B61BFE9E3F650,"Enter map sublevel names, separated by commas. Typically in the form: <Map>_Mission_<GameMode> or <Map>_Mission_<GameMode>_<Variant>",输入地图子关卡名称，使用逗号分隔。通常形式为: <Map>_Mission_<GameMode> or <Map>_Mission_<GameMode>_<Variant>
/5262F182431583C7DDD71E9318663C34,Enter server IP address,输入服务器IP地址
/9B4BF90E4B066A11176B7F81CFEAC9F0,Enter the Operations Room to review the mission details and parameters.,进入作战室以查看任务详情和参数。
/B2CCA37C4E69C263D252948A8BC3A8BA,Enter three-letter callsign,输入三个字母组成的呼号
/C3A3FA9F42A59D6CDA30D59EAFE95EA0,"Enter variant name. Usually blank, this can identify variants of normal missions, e.g. ""Top Deck"" for ""Rig (Top Deck)""","输入任务变体名称（通常留空）。可用于标识常规任务的不同版本，例如：""Top Deck"" 表示 ""Rig（上层甲板）""。"
/103B3392455CA5CD3D6C56B13451E6CC,Entering Ready Room...,进入准备室中...
/459B44204DA0CD59F6E4B28E3AE2DE08,Entry,进入
/9A4DF682466310BFED5BDAB3E65F9561,Epic,最高
/DF52DDD54F4EFD1F046F91BBB7AA70D0,Epic,最高
/2A694993436AB1E840E3A09067E6DAD9,Equipment,装备
/B32B572040A13F299C5A81BDE9728752,Equipment,装备
/D6F455FB4AA1DBDDBBAA3D81F5BD14FD,Error,错误
/4F1F546B418D17C9EB0BFE9CBC3243A4,Error Message,错误信息
/125E078645823F7AE87E34B15C94B3BD,Error Title,错误标题
/FDFC159A481B29CC36621CAF7866A4E1,Error Title,错误标题
/B370F96748596CA8336A7292C18CAF84,Error string provided: {0},错误说明: {0}
/50E481E84A1C01D6539D17818571D9DF,"Ethan ""Wader"" Wade",Ethan 'Wader' Wade
/6D950DC349DA235AC287FA8DB0EBBA1B,Executing Admin Command,执行管理员命令中
/5C89EF944BBAE344AC48A9A69A926F07,Exit,退出
/1F1312CB4633294D9625DDAAFAF1D3C7,Exit Menu,退出菜单
/4DCFCFFC43475D209B0E2DAC73A36A4B,Exit game and return to desktop?,退出游戏并返回桌面?
/680AA9EB44E523D8C83DB993EC92528D,Exit game and return to desktop?,退出游戏并返回桌面?
/8BEC24AC482BBDE7FE737E9565D2A1D2,Exit to Desktop,退出到桌面
/D0619014422C986CCB0BA6911A6FABC7,Exit to Desktop,退出到桌面
/911E94D14707DB639E478E883D602951,"Exiting in this drection
makes a player NOT ready.",从此方向离开将取消玩家的“准备”状态。
/F954014546FE814D8A7DD7B1E73FE54E,"Exiting in this drection
makes a player join a team
and/or allows the to kit up.",从此方向离开将使玩家加入一个队伍，并/或开始装备配件。
/B68F4F61408D0451865E7CBD2F459D17,"Exiting in this drection
makes a player leave their team
and/or prevents them kitting up.",从此方向离开将使玩家离开所属队伍，并/或无法再装备配件。
/36DC7E554F92B4D85313A1BE4C7D6077,"Exiting in this drection
makes a player ready.",从此方向离开将使玩家进入“准备”状态。
/2316A3F449C2C4006CF7A682CA002F77,Experienced,训练有素
/AC63839D4E455068417663A8B04DA877,"Explanation that can be fairly long, like this one I'm trying to write just to see how it looks for testing purposes.",说明可以自定义长度，例如本处的例子就是为了测试看看它的效果。
/9618EB0E4F5C61E2D57AE5B8ED674354,Extraction Point,撤离点
/B516FE63473F83D5121839B699355587,Eye Bias,眼球位置偏移
/FB95A7664D1D9A6D644B0490758052BE,Eyeshield (Clear),护目镜(透明)
/838C16A34C8038E0504FE9B6561E51C0,Eyeshield (Dark),护目镜(深色)
/4A6B744F4B70D670CB7C20BE18268FC7,FACIAL HAIR,面部毛发
/CAEA571D467489E9671949A862BA1467,FAL 20rd [7.62 NATO],7.62x51mm 20发弹匣(FAL)
/8E43439F49C5F02123A7388849AC5129,FAL Tactical,FAL战术版
/AA9E8D3B4704271420BB468090356763,FAL Vintage,FAL经典款
/812F94614797FD510A86769812B6C0E9,FALL-BACK PATCH,回退补丁
/4132F9444F58C75CD5B97C98F468BB38,FILE NAME,文件名
/07D0005A43F89E78887099B1F471E554,FILTERS,过滤器
/0F55846E471FF45878181EA8BF7EED6F,FILTERS,过滤器
/958F3CA14B4240A545947A8B6279634B,FLAG IS BEING PLACED,旗帜已放置
/333B239D47A6A3F9F2944491860F8911,FLUSH,闪光弹
/B9BFACA846D202D633DF42BA7AC201B6,FOOTWEAR,鞋子
/B2BDBF3F48B3838A708908B213BFDFD0,FORGIVE,原谅
/B6A69ABE46E4EEBF547C8BA4E493F7B7,FORGIVE,原谅
/A7CECEC24FFB13D1E926C4B5A3775B68,FOV (Field of View),视场角度（FOV）
/376BA7434B90675A628BD2AED431A450,FPS: XXX,FPS: XXX
/6C21CB574D8D7FB7AEF6B3804DEF049C,FPS: {0},FPS: {0}
/907E57B244A5C92D1BA9EDB214796A09,FRAMERATE,帧率
/0AEEF8924C6542ED17F9BFAC94FDC45D,FREEAIM (DEAD ZONE),瞄准死区（浮动）
/C30B9F1A4FE857C9369F24B994AFB974,FREELOOK,自由观看
/2B05259B479275B419D231974273747B,FREELOOK IS IN USE!,自由观看已启动
/EA2FF840436BCC5F591354BB37BE443D,FRIENDLY FIRE,友军火力
/F82934F7484C5C57F4CF55B9D5F11D89,FRIENDS LIST,好友列表
/9E30283E46A5AB87CA0A69847B3C1754,FXAA,快速近似抗锯齿FXAA
/4CEF8AD7416FF537CB75499596E7BCDD,Failed,失败
/DA8137FF4E7D097FA9427E83CAAA0FFD,Failed,失败
/3C4A6C2C48131DD456F052926A25BAF0,Failed to create net driver for listen server.,为监听服务器创建网络驱动失败。
/E54F030F4377E09AEF81FF9FAD5E925D,Failed to create script.,创建脚本失败。
/E703311742268306102719BBCFA11A84,Failed to save {0},{0}保存失败
/F19C7CD148B24FF520D14081406349DF,Fair,公平
/4A6EF2B64A0C5298B13CDFA0C652496D,False,否
/795EB91347067733F99C4DA13A9DC216,False,否
/79D108DF41D425A042FDA39A35A214F3,False,否
/C3579C714696BDE5C6E11981B1B80101,False,否
/E22D4DD748823C7AD90D29B888867B5F,False,否
/EA124F554AB9EA3341BBB7B5BD97E012,False,否
/F8C2B45C43808A96A195B7A5CE4480F8,Fast Blur Threshold,快速模糊阈值
/E3BBE9764B65E7CECCCBFC90CF8AB426,Faster; discards used ammunition,更快但丢弃剩余弹药
/54FA296A44B26EE19AE1FE90BDF24DDD,Favorites,收藏夹
/949D5E5E46A3132543A4E49CC96C6452,February,2月
/9D13266242502DE0A80CB893C6248DAD,February,2月
/A3D752EF4D96EFD187BBD296F55D20FF,February,2月
/F1113EAD456F3E23B0FE689FB1E4427C,February,2月
/5A4A083A4F7945A7651507972B8A6D64,Field of View (FOV),视场角度（FOV）
/0D5D220C4085A36D7E85C8AE9DFB3F54,File Name,文件名
/8DBF4E3A428932F81D6470B0D76115E3,File Name,文件名
/CC6B58E245C0D647A3B2298641999BAA,File Name,文件名
/F6211DA549E45DABAD178F8E46330E79,File Name,文件名
/108C9AC54E9B6B0127029FBA2BE7F033,Filter by name:,按名称过滤:
/973335714F7927888D0DA5B320D66E06,Finished addng {0} new admins.,完成添加{0}新管理员。
/5AF8ABC1410746BC9830A1A58CC2BDB7,Finished banning {0} players.,完成封禁{0}玩家。
/84446B2645DE8D7B308556B31588FCE1,Finished banning {0} players.,完成封禁{0}玩家。
/E34BDE694A62B7778B23C3952F8641B4,Finished removing {0} admins.,完成移除{0}管理员。
/E18BADEA46A58EC984D5049F83BC099E,Finished unbanning {0} players.,完成解封{0}玩家。
/15B03CE5435CB1615B2D26BB49CF37E2,Fire / Throw,射击/投掷
/27DD74D541283B80CDA10EB2025C9118,Fire / Throw,射击/投掷
/1C264F95401DD1F35EEFFB8676ECEB5B,Fire Mode Selector,射击模式切换
/7CE21B58486F0321A439A8BF8EB947FA,Fire Mode Selector,射击模式切换
/20AB9E234ED5EC1EC87708AFF25FB0D6,Firearm,武器
/65DD76534DA1DB13FB70468EFC74DC3D,Firing range,射击区
/BE522A0E4ADFBCAD65E68CAE582E3F0D,First Person,第一人称
/D4FCFD9240221B2B07FC53B0832BCF51,First Person,第一人称
/3539FAD146B87318827949B3D2626204,Fixed,固定
/AB46A75742A2352455B5BAAA832643D0,Fixed Follow,固定跟随
/0299AF2F419E1D419521E894A1B40045,Flag,旗帜
/5C340F244E34532C6CA201B2467E329A,Flannel Shirt,格子衬衫
/724AC7B04180F3F02E6E38A1561A17F4,Flannel Shirt Tucked,格子衬衫(塞入)
/BF58D4AF4798418151DA0A9465EC1777,Flash Grenade Pouch,闪光弹包
/987FB4374086FA0B1C14C68154A874D6,Flashlight Handguard (MP5),MP5护木(配战术灯）
/A2EF263040222144F17E50A3B22F5428,Flecktarn,斑点迷彩
/60E6A12440D55B28C1ECDE8664D02A2B,Fleece Beanie,毛线帽
/C7DF88C849F06A8E1B8B8FAF8D9564BB,Fleece Hoodie,抓绒连帽衫
/564CFDEE47F0D683E50582A9C5099BAA,Flip Magnifier Off,放下放大镜
/8835C4C7448D7E9DCCFD91A8B138F776,Flip Magnifier On,抬起放大镜
/D83C49674ED2919BEBB03ABE4407AFA0,Flush Persistant Debug Lines,清除所有调试线
/9BABC9614B1F91365D2B5EB29D802EB8,Foliage Green,林地绿
/62012C034573CEEE3BFA60A64A3E3B86,FoliageQuality,植被质量
/4A0EF87A4D68BF83D9F5BA9CD650298B,Follow Next Player,跟随下一名玩家
/F2D9B4A54F78D9A4504C83AB0A09E164,Follow Next Player,跟随下一名玩家
/39A27AF743CC4D3B2BD18C9CAED8DBCE,Follow Player,跟随玩家
/0779C833435D313BFBFDCBB67D6A6A07,Follow Previous Player,跟随前一名玩家
/FB9482A741829822F6AC22AC94F93E0D,Follow Previous Player,跟随前一名玩家
/CC423ED54886575129C6D7937D3D6AA0,Forecast visibility:,预计能见度:
/53E452F24101C1FE59C5C2872EF42F8D,Forfeit,自杀
/836DFC9447D43A64998AD48C453029EF,Forfeit,自杀
/43C80F8A4F0AA123AD7349BF90AC4B2A,Free Cam,自由视角
/F6D5DEE04437E9BBD095848D68343545,Free Roam,自由视角
/3ACA753D43D7343329DF39AF5B933A0B,Freelook,自由观看
/844747D649DD422C17C57481D5CBFA42,Freelook,自由观看
/F0A4093DCD814750B4801E822DAB8F13,Freelook Sensitivity Scale,自由观看灵敏度比例
/2E2D96B9495DE8BB76C588AA34111E90,Friends,好友
/7C7C0D06474647FE981B11A8A52D237D,Friends List Settings › Voice › Voice Input Device,好友列表设置 › 语音 › 语音输入设备
/39D47FB64ACACC66097C80926F8C9649,Full,完全
/40E490B345AEDC2A437B2DA6149F35D6,Full,完全
/A016D7A844C545299FF99186A6D03954,Full Auto,全自动
/79EBB90A4F2C47AAA8C48EB31D614807,Full Reload,完全装填
/4D1F162D440CD0D7D0AF2E87AAFC327D,Full Resolution,全分辨率
/0D66D4AA42832FD7AA6568BC7CA6512B,Full Screen,全屏幕
/9FD8CB1F43A17BC60C97138534C37CD9,Full moon,满月
/80BA26EB4834F8EFB35593B94E65347F,Full resolution provides finer detail while half resolution is faster to render. ** Requires restaring game to take effect.,全分辨率提供更精细的细节，而半分辨率渲染更快。 ** 需要重启游戏生效。
/245BF600440F60AB646CE7937CB8E92F,G19 15rd [9×19MM],9×19MM 15发弹匣(G19)
/19901E764B7DA4BB928582BEB6C3CF9A,G19 20rd [9×19MM],9×19MM 20发弹匣(G19)
/D8CE55BD492365522CE87DB2F4B5BA47,G19 Patrol,G19 巡逻版
/5A9ABD624DC7C908FFDCF585DA6A8DF6,G19 Urban,G19 城市版
/AB17B8E44D48222B7FCD8FB2332125C6,G3 20rd [7.62 NATO],7.62x51mm 20发弹匣(G3)
/6EB420484BD6AF5BFCA0428C8792F617,G33 Magnifier (3x) (Black),G33翻折镜(3x)(黑色)
/F55B0800450196D2F158E79B7A0699B2,G33 Magnifier (3x) (FDE),G33翻折镜(3x)(黑色)
/1D01C0A048D18741FECB719C1003C1D1,G3A3,G3A3
/EB2F39A947DC0EEC2DB3D4AD3080CE3F,GAME MODE,游戏模式
/987EB5C24D83E64FF7931F8816A9009A,GAME MODE NAME,游戏模式名字
/04DB8CFE4D3BEC155E71C793D4A28D1F,GAME RULES,游戏规则
/47FD167742C66F3D4A4B0B817274CCB9,GAME TYPE,游戏类型
/1B56F6F04E68CD5556C99695EADE8948,GB Discord & Steam Forums Regulars,GB Discord 和 Steam 论坛的常驻成员
/B3F8C47C46CD6A115B5A8399E42BD06F,GEAR KIT,装具
/F6C8794D499809CBE4F4A68300F15036,GEAR KIT,装具
/4C337A3246D12142F104BCAD6082285A,GENERAL,通用
/1F453F4F45D989750D4A49B308B7BDDD,"GENERAL TIPS:

• Approach and click this board to change the current time of day.

• To customize your loadout, approach a workbench and press [F].

• Before entering a shoothouse, use the TargetApp screen at the entrance to set up and time your run.","通用提示:

靠近并点击这块面板来改变时间。

如需改变你的装备，靠近工作台并按互动键。

在进入射击屋前，使用门口的TargetApp屏幕进行配置。"
/347CCCFC48736B7B3FE4499977C3200B,GLOVES,手套
/294091094E003CD3D772E1AC613EA04E,GPNVG-18 (Green),GPNVG-18(绿色)
/7071915A41E7867AB596928E5CE25AD8,GPNVG-18 (White),GPNVG-18(白色)
/C618B90646B52562870D89B3A274282D,GRAPHICS,图形
/DA2B39D74404E8D8F89A08A35AFA2287,GRENADE HUD,手雷HUD
/650C6FF54D28B6A465CE349A2EF59ED7,GRENADE THROW HUD,手雷投掷HUD
/04FADD5D47F232F5D79BE0A018BC43AD,GRENADES,手雷包
/0B4852AD488DE85C5276DEAFA796875B,GRENADES,手雷包
/D86AEA9F4C9F004E242B2D865A8D9BB4,GRENADES,手雷包
/8F297A774479BCE7F8792689263AA1EE,"GROUND BRANCH, the GROUND BRANCH logo, BlackFoot Studios, and the BlackFoot Studios logo are trademarks and/or registered trademarks of BlackFoot Studios LLC.
GROUND BRANCH uses Unreal Engine 4 © 1998–2021 Epic Games, Inc. All rights reserved. Unreal is a trademark or registered trademark of Epic Games, Inc. in the United States of America and elsewhere.
GROUND BRANCH is distributed via Steam © 2021 Valve Corporation. Steam and the Steam logo are trademarks and/or registered trademarks of Valve Corporation in the U.S. and/or other countries.
GROUND BRANCH is published by MicroProse. MicroProse and the MICROPROSE logo are trademarks of MicroProse Software Pty Ltd in Australia and elsewhere.","GROUND BRANCH、GROUND BRANCH 标志、BlackFoot Studios 以及 BlackFoot Studios 标志是 BlackFoot Studios LLC 的商标和/或注册商标。

GROUND BRANCH 使用的是 Unreal Engine 4，版权 © 1998–2021 Epic Games, Inc. 保留所有权利。Unreal 是 Epic Games, Inc. 在美国及其他地区的商标或注册商标。

GROUND BRANCH 由 Valve Corporation 通过 Steam 发行，版权 © 2021 Valve Corporation。Steam 和 Steam 标志是 Valve Corporation 在美国和/或其他国家的商标和/或注册商标。

GROUND BRANCH 由 MicroProse 发行。MicroProse 和 MICROPROSE 标志是 MicroProse Software Pty Ltd 在澳大利亚及其他地区的商标。"
/5075027944657ABC52E3B086D618EFB5,GROUP,队伍
/442E65554D323FE62035939DCE992C46,Game,游戏
/1781A5D641037124EC8912A2EF8C71F3,Game Mode,游戏模式
/5B1B172A40A11178F355E493AEAEDF1C,Game Mode,游戏模式
/827FB1F647388772198DFE9E4AD9CFA9,Game Rule Name,游戏规则名称
/EF657493453184546F56739D4A01A444,Game Trigger,触发器
/949B23D4405B2541AA1E918A7C118A1F,Game mode author: {GameModeAuthor},游戏模式作者: {GameModeAuthor}
/61078AAB43F199464D415BB1D6DEF665,GameMode,游戏模式
/8AEF6B76453EC51113305C80BC6F5FDA,GameMode,游戏模式
/9392EED944D79C99584D548A6698D4F1,GameMode :,游戏模式
/12E4A91B4233555BFB6284BD611A680E,GamePad Button,控制器按键
/A62227E145854DD8B55DD3ABB5555738,Gamemode,游戏模式
/7A1D520E45FA7E2495277389A3F7489F,Gameplay,游戏设置
/61B014C44035CA453820C69D527E7D13,Gamma,伽马
/6142A2B743F2FF2DCDAB22ABE51F968A,Get ready...,准备...
/04ACAB774B4AECB3B4C1BAA56D071EF4,Ghillie Hood,伪装套头
/4A26B4B74DA0A43DF9C4D39AD689870D,Ghillie Pants,吉利裤
/B413DF6548EF4C23AE657C8490D5B24F,Ghillie Pants (Cover),吉利裤(伪装)
/729B7DD7497BCD6DF4CEEAA1869FB9A0,"Glauco ""Scopey"" Costa",Glauco 'Scopey' Costa
/F8763CB94BBBA5C38FEE75AA82598BCC,Global Chat (Text),公开聊天（文字）
/241FC34E47A7C7A86B317E84E98E0F87,Go here to test your night time shooting setup. You may want to equip Night Vision Goggles or a Night Vision sight first.,进入这里来测进行夜间射击测试，您可能需要先装备夜视仪和瞄具。
/52261D6A4B5646B258CB15B2C2A9D8B6,Go here to test your night time shooting setup. You may want to equip Night Vision Goggles or a Night Vision sight first.,进入这里来测进行夜间射击测试，您可能需要先装备夜视仪和瞄具。
/C488654F4A7AF13FD382CF83C6670B83,"Go here to test your selected weapons, and to tweak your loadout at the weapon table",进入这里来测试您当前的武器以及在工作台处调整装备
/52D4C82742122C40256345B59EEEA6B5,God Mode,上帝模式
/2ED18E1D4587E178623322AF0ACC6A5B,Goggles (Clear),风镜(透明)
/51FFDB44470EBFF2E5F47CA39AAB68CA,Goggles (Dark),风镜(深色)
/CAD7D244475E945F18DF8C8467A884DF,Good,高
/DA2088E84D187BAE2AB10C88D25CCC62,Good,高
/DA550CFD467736E480A75AA91732F4F0,Good,高
/E680942A4EB76B5629A5F688B4712ACF,Gradual Swing,逐渐打开
/001424A341D32DB3B4E92BA5AAA00E88,Green,绿色
/79E6E4BB4ABBA61F98814C830FA5B16F,Grenade Arc Color,手雷投掷指示线颜色
/825DA01B4C16832D8A9D67BF4522BA69,Grenade Impact Color,手雷撞击点颜色
/238BDC0F4C30BDC3414024924729AC40,Grenades,手雷
/766AB5AC45EBC56B27C499838EAC0423,Grenades,手雷
/B69286564DB77600643497BF415BA13C,Grenades,手雷
/9236382549E0658160FE2092FD1BD114,Grey,灰色
/32BCF96E46E154AF19460996850E1DD3,Guard,警戒
/93DCA5A84751A427BB7AAAB9E263B7AA,Guard,警戒
/07AD7DB74E849C75C4EC0FA8857D31DE,Gun Belt,枪械绑带
/7289926C463FFA0E4120559527F86520,Gunfighter KAG 1913,战术握把 KAG 1913
/DBBF74B34E1B15C21F47F3B1766A2B29,Gunfighter Mod 3,枪手 Mod 3
/A236776F4C62A07B9BCD708E83EEC5B1,Gunsmith,枪械改装
/44E50A5342A8E562ACFB2B9E872BBD47,HEAD (CENTRE),头部(中央)
/EAA2C48F4547BA8AB860F8AB46D92612,HEAD (CENTRE),头部(中央)
/0749149F4A8098958F9FBFBA09C2656C,HEAD (LEFT),头部(左)
/54DD7ADD487A4FD985C1D5B99CB08691,HEAD (LEFT),头部(左)
/4B694AAB40FE8FFA62CE419145B7E378,HEAD (RIGHT),头部(右)
/84B164A04A8FE97CC883D4A4CEBF7803,HEAD (RIGHT),头部(右)
/125C24664FEBD15ED36F86BD5892C217,HEADGEAR,头部装备
/19B1E98D43F93E86BD3C8189A0A83BFB,HIDE FILTERS,隐藏过滤器
/4CA75DDB40A06ED9277BF7A5C148497C,HIGHLIGHTS,高亮
/493A81874917E92B939460A31AA07D8A,HITS,命中
/A85BE70A487481DA14BF9C91A9286239,HK416D,HK416D
/995618884EFBC927478794A2B6A9966B,HK416D CQB,HK416D CQB
/16C18B6F430B5EC7D2BAB587E161AC41,HOLD,按住
/1F21E367491EC7F8AE79348C333C930C,HOLD,按住
/3C6893124ECF999DC9A76A8FA11C6EAC,HOLD,按住
/8D53DB684DCE3D45DAEEE18097AB9303,HOLD,按住
/C6C0143C4F6BC83B9A7D6B911D39A53C,HOLD,按住
/E1A4114D4A6EE80150B4B6A71B6D388A,HOLD,按住
/EA880AF2477B3FACE2AF689B17117CCC,HOLD,按住
/8676D58547C9B2E9C094F9B006FE085A,HOLD for momentary activation. DOUBLE-TAP to toggle on/off.,按住激活，双击切换。
/067779EB4F778FB4D86B758C3D957E9C,HOLSTER,枪套
/35E5849845FC38C2FF33E096A4C211B2,HOST GAME,建立主机
/EC7A3FC94E1E829F37EAA2BEDB66463C,HOST GAME,建立主机
/63C2D3F64948F711F1FD8CB6D97616FC,HOST MULTIPLAYER GAME,建立多人游戏房间
/3A9599BE4113F1A54265A38B1954E60C,HUD,UI数值界面
/6BCD0386444E8A209285978ED2A3A8D4,HWS 553,HWS 553
/E05965E34AB8ECA407DCC9B1E446D77C,HWS EXPS3 (Black),HWS EXPS3(黑色)
/C0E3092248356873D05ECB87CFB881B1,HWS EXPS3 (FDE),HWS EXPS3(沙色)
/2FD6DD23456BD66D3A501FB7CC521316,Half,一半
/94B1C4AC4A60B287571756B8B33B0DD6,Handgun Ammo Pouch,手枪弹药包
/AA20FD534902CB3CB601648BB3164AC7,Has the server been taken down/restarted?,服务器是否关闭或重启？
/21BD16CC48AD12D1D16A5D9B15DC86CC,Head towards the OPS BOARD to review mission details and parameters before deployment.,在部署前前往任务板查看任务详情与参数。
/7D375612459EF65C2C3C0087BE1DE0B4,Headset,耳机
/996957A140E89EAA59D450B7F4A47559,Headset,耳机
/7996597643FBF607107FD992C0B4958C,Hear your own voice being sent.,听到你自己说的话。
/FA4B559747668867F60BBEBB0C2898BA,Heavier loadouts will drain stamina faster when running. Low stamina will increase weapon sway and prevent jumping.,较高的负重会在跑步时更快地消耗耐力，耐力偏低时会让武器更加摇晃并且无法跳跃。
/2876A083434E5A50DE9DED97A21EF0D4,"Heavier weapons will drain your ARM STRENGTH faster when pointed forward. To recover, switch to LOW or HIGH READY.",当始终使用沉重的武器指向前方时会更快地消耗手臂耐力，切换到准备姿势来恢复。
/D9AB5E164B992749FDC16DB2B2743B1C,Heavy,重
/1B2AB9504088EEFBF2221D9E6D495179,Helmet (AF),头盔(AF)
/CD9145C549EECBF6E93ABE9DC9AAFE2E,Helmet (AF/Cover),头盔(AF/盔罩)
/79A5A9E24BB953041D473EA1ED449FF8,Helmet (HC),头盔(HC)
/69CADC7B42595201EE451D979133BB3F,Helmet (HC/Cover),头盔(HC/盔罩)
/A048E66D429CE27F7E020DB039CF8BE2,Helmet (MICH),头盔(MICH)
/1C348AD04C9926038E891992806311DA,Helmet (MICH/Cover),头盔(MICH/盔罩)
/A13441954B860334781A5184D3121224,Hidden for spacing,为排版而隐藏
/3C8207704CE75F51CABD9E9665208623,Hide Empty Servers,隐藏空服务器
/3E3C142B431E0614F2F5DD9FB2343D4D,Hide Enemy Blips,隐藏敌人标志
/502536BF48860EE0373376A61F5C84F3,Hide Full Servers,隐藏已满服务器
/AD3D59AA453644DC3A45DFB9D81ED1EA,Hide Mismatched Versions,隐藏不匹配版本
/A6224FAE4AC97F850CA936A240D0DDDE,Hide Password-Locked Servers,隐藏有密码的服务器
/2C8127A74E9B1C4D65BC09B42EBA7693,Hide Player Names,隐藏玩家名称
/B34D07774209E4CA397FC1B8627B4D22,Hiding this screen to take screenshot of UI,隐藏此界面以截图用户界面
/0FD34DE14823B385BEB9379136F640AC,High,高
/3F964871470414502C92C996DED53714,High,高
/453C9A33486FAAF6202F09ACAAD14426,High,高
/49DA14114B9D9F199D328A8F74DC3E6B,High,高
/534C2E2F49B7CF6412AA6BA765D268C1,High,高
/5F09783345CDBA19698C72B1BCE9E90C,High,高
/8EE9612746A3DAE32E3CD59B014371F0,High,高
/5B80645A4411FC62C6D200A78FF9B25A,High (Default),高(默认)
/5BC709C247B7431A24DEA081BA62D473,High (TAA),高(TAA)
/2E9D85724C8CA1AE88678BA866F0454A,High Ready,高姿
/3D4C19294D61208CBD1F95B7DD97E5FE,Hiking Shoes,登山鞋
/C73213724EE963D96D1BDAAAB9E69F8C,History,历史
/22115A824EE36A76939F5A80CBA6C1EF,Hold,按住
/64CF7A294AFE72E5DD0983B368893C7A,Hold,按住
/65A467B047A5817484D2E481D63E3699,Hold,按住
/690A7F2142C95E686F23B592B49DC601,Hold,按住
/0B7B31C2496823C47E7714930A7E81BA,Holster,枪套
/D4B4017B479AE55AEBEEE099A1BB0EEC,Holster,枪套
/A96FF4B048B616E4939AEFADB0038D66,Host On:,建立在:
/584D241745AD15B08F9CF89DEAE2BDDE,"How much the regular sensitivity (non-ADS) should be scaled by for each magnification level (when ADS). This applies for MOUSE and CONTROLLER.

1.00 = No scaling (same as regular sensitivity).
0.50 = Half as sensitive as regular sensitivity.
0.10 = One tenth as sensitive as regular sensitivity.","相对于非瞄准状态时的灵敏度在不同放大倍率时的比例，适用于鼠标和控制器

1.00 = 原始灵敏度.
0.50 = 原始灵敏度的一半。
0.10 = 原始灵敏度的十分之一。"
/1BAAB05C4A212BDC7D44A999C0E58FEC,I understand. Do not show this message again.,我明白（以上内容）。不用再次提醒
